Title,Year,Language,Day1_collection_cr,Production Company,Release Date,Genre,Director,Runtime (min),trailer_title,channel_name,video_id,published_at,viewCount,likeCount,commentCount,comments_collected,avg_sentiment,median_sentiment,Production_House_Score_Raw,Production_House_Score,Director_Score_Raw,Director_Score
Ye Mard Bechara,2021,Hindi,0.04,"2idiot Films, Raw Entertainment",19-11-2021,"Comedy, Drama",Anuup Thapa,134,4oByPmfMxu4,Ye Mard Bechara I Official Trailer I Veeraj Rao I Seema Pahwa I Brijendra Kala I Atul I Anuup Thapa,2idiots Films,2021-10-30,1887656,0,1932,50,0.6158,0.6309,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Gangubai Kathiawadi,2022,Hindi,10.5,"Sanjay Leela Bhansali Films, Pen India Ltd.",25-02-2022,"Biographical, Drama",Sanjay Leela Bhansali,156,Jh_VKJAEnUY,Gangubai Kathiawadi | Dholida | Sanjay Leela Bhansali | Alia Bhatt | Official Video | Ajay Devgn,Saregama Music,2022-02-10,161180378,1050710,17449,50,0.4608,0.6935,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
India's Most Wanted,2019,Hindi,2.1,"Fox Star Studios, Raapchik Films",24-05-2019,Thriller,Rajkumar Gupta,125,xmab5E_62og,India's Most Wanted | Official Trailer | Arjun Kapoor | Raj Kumar Gupta | 24th May,Star Studios,2019-05-02,22171389,132281,7477,50,0.4635,0.5961,10.703333333333335,50.0855417531664,10.616666666666667,20.167253861938136
Kapkapiii,2025,Hindi,0.2,"Bravo Entertainment, Zee Studios",23-05-2025,"Horror, Comedy",Sangeeth Sivan,140,6QudgN2wmv0,"Kapkapiii Official Trailer | Sangeeth S | Shreyas T, Tusshar K, Siddhi | In Cinemas 23rd May",Zee Studios,2025-05-14,9769646,56983,3271,50,0.3752,0.6309,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Jalebi,2018,Hindi,0.5,Vishesh Films,12-10-2018,"Drama, Romance",Pushpdeep Bhardwaj,112,IFtwhMK64H8,Tesher - Jalebi Baby (Original Version) (Official Lyric Video),Tesher,2020-11-13,283376533,3180875,61634,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Article 370,2024,Hindi,6.12,"Jio Studios, B62 Studios",23-02-2024,"Action, Patriotic",Aditya Suhas Jambhale,156,6Pf6RUmq7S0,"Article 370 | Official Trailer | Yami Gautam, Priya Mani | 23rd Feb 2024 | Jio Studios | B62 Studios",JioStudios,2024-02-08,32832649,264980,14009,50,0.3402,0.55255,14.695833333333335,72.76391152345468,8.663776988636364,15.630749131525878
Dashmi,2024,Hindi,0.05,3S Movies,16-02-2024,"Thriller, Drama",Shantanu Anant Tambe,0,#NAME?,"Dasvi | Official Trailer | Abhishek Bachchan, Yami Gautam, Nimrat Kaur | Netflix India",Netflix India,2022-03-23,10956368,260603,7689,50,0.6303,0.7826,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Fever,2016,Hindi,0.01,"Niche Film Farm, Jaya Sapthagiri Production, Plus Entertainment Pvt. Ltd., ICM Entertainment Production",05-08-2016,"Romance, Thriller",Rajeev Jhaveri,127,18xV_Rr0YoI,No.1 Open Ending Bollywood Film of All Time #FilmiIndian #Shorts,Filmi Indian,2024-05-22,6352159,333686,881,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Rangoon,2017,Hindi,5.05,"Viacom 18 Motion Pictures, Nadiadwala Grandson Entertainment, Vishal Bhardwaj Pictures Pvt Ltd",24-02-2017,"Drama, Action, Romance",Vishal Bhardwaj,167,B-tC0wcIu24,"Rangoon | Official Trailer | Shahid Kapoor, Saif Ali Khan and Kangana Ranaut",Viacom18 Studios,2017-01-05,18975307,107475,2710,50,0.532,0.73875,13.258666666666667,64.60045577187063,8.663776988636364,15.630749131525878
A Scandall,2016,Hindi,0.06,Let's Ring The Bell Productions,24-06-2016,Thriller,Ishan Shrivedi,112,M1UGGZnHyf8,Anatomy of a Scandal | Official Trailer | Netflix,Netflix,2022-03-17,2115510,21100,829,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Aakhir Kab Tak,2016,Hindi,0.01,P.N.J Films,14-10-2016,Drama,Mithilesh Avinash,108,FmPIaN5cMlc,AAKHIR KAB TAK || Short Film || Official Trailer || 1J Films,1J Films & Production,2021-05-02,3698,55,12,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Naam Shabana,2017,Hindi,5.12,"Plan C Studios, KriArj Entertainment, Cape of Good Films, Reliance Entertainment, A Friday Filmworks",31-03-2017,"Action, Thriller",Shivam Nair,148,upyeAQv4pUs,"Naam Shabana Official Theatrical Trailer | ""In Cinemas Now""",RelianceEntertainment,2017-03-17,11982483,50010,1626,50,0.5147,0.7307,9.027692307692307,40.567493717661755,8.663776988636364,15.630749131525878
Shubh Mangal Saavdhan,2017,Hindi,2.71,"Eros International, Colour Yellow Production",01-09-2017,"Comedy, Romance",R.S. Prasanna,105,r6r8UYU7Zcs,"Shubh Mangal Zyada Saavdhan Trailer | Ayushmann Khurrana, Neena G, Gajraj R, Jitu K|21 February 2020",T-Series,2020-01-20,59553694,747884,31408,0,,,1.8858333333333333,0.0,8.663776988636364,15.630749131525878
Thank God,2022,Hindi,8.1,"T-Series Super Cassettes Industries Ltd., Maruti International",25-10-2022,"Comedy, Drama",Indra Kumar,121,zqHUMF9syFA,"Manike (Full Video): Thank God | Nora,Sidharth| Tanishk,Yohani,Jubin,Surya R |Rashmi Virag|Bhushan K",T-Series,2022-10-30,151011185,708021,8835,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Badrinath Ki Dulhania,2017,Hindi,12.25,"Fox Star Studios, Dharma Productions",10-03-2017,"Romance, Comedy",Shashank Khaitan,139,1YBl3Zbt80A,"Badri Ki Dulhania (Title Track) Varun, Alia, Tanishk, Neha, Monali, Ikka | ""Badrinath Ki Dulhania""",T-Series,2017-02-06,983733431,3132879,82992,50,0.5071,0.64045,9.3215,42.23639277527201,10.356666666666667,19.563281582717106
Qarib Qarib Singlle,2017,Hindi,1.75,Zee Studios,10-11-2017,Drama,Tanuja Chandra,125,MU4QL-VwDlc,Qarib Qarib Singlle - Official Trailer | Irrfan Khan | Parvathy | Neha Dhupia | Hindi Movie,Zee Studios,2017-10-06,16004665,101284,5611,50,0.6494,0.71035,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Batti Gul Meter Chalu,2018,Hindi,6.5,"T-Series Super Cassettes Industries Ltd., Krti Pictures LLP",21-09-2018,"Drama, Social",Shree Narayan Singh,175,RsZmENwrrss,Shahid Kapoor - Batti Gul Meter Chalu (2018) Shraddha Kapoor | Latest Bollywood Release,2000s Ki Filmein,2024-04-12,49078101,546710,19340,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Shab,2017,Hindi,0.18,"Anticlock Films, WSG Pictures",14-07-2017,Thriller,Onir,108,wT4HcYAeV5U,The Raja Saab (Official Trailer) Hindi | Prabhas | Maruthi | Thaman| TG Vishwa Prasad| Krithi Prasad,T-Series,2025-09-29,16331899,361552,12063,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Shehzada,2023,Hindi,0.95,"T-Series, Brat Films, Allu Entertainment",17-02-2023,"Action, Comedy, Drama, Romance",Rohit Dhawan,142,jd01Wqd3yNY,Shehzada | Official Trailer | Kartik Aaryan | Kriti Sanon | Netflix India,Netflix India,2023-04-13,1072409,9843,391,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Kadvi Hawa,2017,Hindi,0.04,"Drishyam Films, Eros International",24-11-2017,Drama,Nila Madhab Panda,99,CEx3pWlMDEM,"Kadvi Hawa (2017) - Superhit Hindi Movie | Sanjay Mishra, Ranvir Shorey",Film City HD,2024-05-20,1480187,14420,709,0,,,1.8858333333333333,0.0,8.663776988636364,15.630749131525878
Nikita Roy,2025,Hindi,0.19,"Nicky Vicky Bhagnani Films, Kratos Entertainment, Nikita Pai Films",18-07-2025,"Horror, Thriller",Kussh S Sinha,116,MVqhVzaPCEs,"Nikita Roy - Official Trailer | Sonakshi Sinha, Paresh Rawal | 18th July",NVB Films,2025-06-11,12310764,57412,1790,50,0.4574,0.70495,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Fan,2016,Hindi,19.2,Yash Raj Films,15-04-2016,"Action, Drama",Maneesh Sharma,142,d4_szl5EEww,Jabra Fan Song | Shah Rukh Khan | Nakash Aziz | Vishal and Shekhar | Varun Grover | SRK Fan Song,YRF,2016-02-16,272935583,1358540,50151,50,0.4522,0.6472,19.490714285714287,100.0,8.663776988636364,15.630749131525878
Matto Ki Saikil,2022,Hindi,0.1,Shivdeva Films,16-09-2022,"Social, Drama",M. Gani,95,wwH3mdjbKac,Matto ki Saikil Official Trailer | Prakash Jha | M. Gani | In Cinemas 16th September,Prakash Jha Productions,2022-08-22,2804732,44450,2449,50,0.4257,0.5834,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Pushtaini,2024,Hindi,0.05,"Lotus Dust Pictures, Vinraw Films",21-06-2024,"Comedy, Drama",Vinod Rawat,90,GMJLzvJJLOY,"DUKAAN | Official Trailer, Siddharth-Garima, Monika P, Sikandar K, A Jhunjhunwala, S K Ahluwalia",Music Garage,2024-02-28,14131966,90576,1684,50,0.5593,0.6745,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Satellite Shankar,2019,Hindi,0.1,"T-Series Super Cassettes Industries Ltd., Cine1 Studios Production",08-11-2019,"Action, Drama, Family, Patriotic",Irfan Kamal,134,0HzTH8Tyliw,"Official Trailer: Satellite Shankar | Sooraj Pancholi, Megha Akash | Irfan Kamal | 8 Nov 2019",T-Series,2019-10-17,16702165,332152,10465,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Saand Ki Aankh,2019,Hindi,0.48,Reliance Entertainment,25-10-2019,"Drama, Action, Biographical",Tushar Hiranandani,146,OhhtB0woH68,"""Saand ki Aankh""- HD Full Movie || Trailer || Taapsee Pannu || Bhumi || Official Trailers",Official,2019-10-28,292268,864,2,0,,,9.027692307692307,40.567493717661755,8.663776988636364,15.630749131525878
One Day: Justice Delivered,2019,Hindi,0.1,"D Neev Films, A Cinema Friday International, Netrix Entertainment",05-07-2019,"Crime, Thriller",Ashok Nanda,124,sPWlNKYhOuM,One Day: Justice Delivered Full HD Movie | Esha Gupta Superhit Movie | Anupam Kher | ShemarooMe,ShemarooMe,2023-09-10,14605607,95669,2181,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Jagga Jasoos,2017,Hindi,8.57,"Walt Disney Pictures, Picture Shuru Productions",14-07-2017,"Comedy, Thriller",Anurag Basu,161,YheC-4Qgoro,Jagga Jasoos | Official Trailer | In Cinemas July 14,UTV Motion Pictures,2017-06-29,11285073,70647,2952,50,0.6291,0.7807,7.963697641509434,34.523745571560404,5.96,9.349955476402494
Luv You Shankar,2024,Hindi,0.04,"SD World Film Production, Jumping Tomato Studio",19-04-2024,"Mythological, Drama",Rajiv S. Ruia,117,AxIF8qBqNlY,Luv You Shankar Official Trailer - Shreyas Talpade | Tanisha Mukherjee,Tbytesmusic,2024-04-09,2080821,5355,13,11,0.4709,0.6249,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Savi,2024,Hindi,2.05,"T-Series Super Cassettes Industries Ltd., Vishesh Films, Mishty Productions",31-05-2024,"Crime, Thriller",Abhinay Deo,126,wAU3yFUtBdk,"SAVI: Humdum (Full Video) Divya Khossla, Harshvardhan Rane, Vishal M, Raj S|Mukesh,Abhinay,Bhushan K",T-Series,2024-06-10,10876675,99706,885,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Khel Toh Ab Shuru Hoga,2016,Hindi,0.03,"GMD Films, Batra Showbiz",13-05-2016,Drama,Kunal V Singh,130,xSSPl-TsD4g,"Khel To Ab Shuru Hoga  Official Trailer || Ruslaan Mumtaz , Devshi Khanduri , Rohit Pathak",GMD Films,2016-03-14,291505,1415,31,11,0.1496,0.0,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Judaa Hoke Bhi,2022,Hindi,0.25,K Sera Sera,15-07-2022,"Drama, Romance",Vikram Bhatt,118,VRlT_o-Z80Y,Judaa Hoke Bhi - Official Trailer | Akshay Oberoi | Aindrita Ray | Meherzan | Releasing 15th July 22,K Sera Sera Official,2022-06-24,2585061,7516,28,14,0.5021,0.4939,7.963697641509434,34.523745571560404,2.35,0.9640326764489524
Bhavesh Joshi Superhero,2018,Hindi,0.3,"Eros International, Phantom Films, Reliance Entertainment",01-06-2018,"Drama, Action, Social",Vikramaditya Motwane,155,BD-p1rMjJT0,Bhavesh Joshi Superhero | Official Teaser | Harshvardhan Kapoor | Vikramaditya Motwane,FuhSePhantom,2018-04-18,5827223,23270,3477,0,,,9.027692307692307,40.567493717661755,8.663776988636364,15.630749131525878
Junglee,2019,Hindi,1.75,Sobodh Mukherjee Prod,29-03-2019,"Comedy, Musical, Romance",Subodh Mukherjee,115,tcsJ-3GLDE4,"Junglee Official Trailer | Vidyut Jammwal, Pooja Sawant & Asha Bhat | Chuck Russell | 29th Mar 2019",Junglee Pictures,2019-03-06,45166840,568220,21137,50,0.5155,0.5949,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Sooryavanshi,2021,Hindi,26.29,"Dharma Productions, Cape of Good Films, Reliance Entertainment, Rohit Shetty Picturez",05-11-2021,"Action, Thriller",Rohit Shetty,145,u5r77-OQwa8,"Sooryavanshi | Official Trailer | 5th Nov | Akshay, Ajay, Ranveer, Katrina | Rohit Shetty",RelianceEntertainment,2020-03-02,114006995,2273985,132413,50,0.2324,0.39135,9.3215,42.23639277527201,33.376666666666665,73.03805799682529
Ghoomer,2023,Hindi,0.8,"Saraswati Entertainment Private Limited, Hope Film Makers",18-08-2023,"Sports, Drama",R. Balki,134,CU1tFtk_NFY,Full Video:Ghoomar|Padmaavat|Deepika Padukone Shahid Kapoor Ranveer Singh|Shreya Ghoshal SwaroopKhan,T-Series,2018-03-19,234040367,994193,22425,50,0.7012,0.79145,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Batla House,2019,Hindi,14.0,"T-Series Super Cassettes Industries Ltd., Emmay Entertainment Pvt. Ltd, JA Entertainment Pvt. Ltd., Bake My Cake Film Production",15-08-2019,"Action, Crime, Drama, Thriller",Nikkhil Advani,146,dG3K6jB3iW8,"Official Trailer: Batla House | John Abraham,Mrunal Thakur, Nikkhil Advani |Releasing On 15 Aug,2019",T-Series,2019-07-10,36262454,572061,20651,50,0.5327,0.67565,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Khandaani Shafakhana,2019,Hindi,0.75,T-Series Super Cassettes Industries Ltd.,02-08-2019,Drama,Shilpi Dasgupta,137,#NAME?,Official Trailer: Khandaani Shafakhana | Sonakshi Sinha | Badshah | Varun Sharma,T-Series,2019-06-21,20250970,182751,5997,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878
Middle Class Love,2022,Hindi,0.5,"Benaras Media Works Production, Zee Studios",16-09-2022,"Romance, Comedy",Ratnaa Sinha,130,Bc8wfswPxJc,"Manjha - Full Video | Middle-Class Love | Prit K, Kavya T, Eisha S | Himesh R, Raj Barman, Shakeel A",Zee Music Company,2022-12-06,101788308,660499,17414,0,,,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Aksar 2,2017,Hindi,0.8,Siddhi Vinayak Creations,17-11-2017,"Drama, Thriller",Ananth Narayan Mahadevan,115,o-owuA1rezY,"Aksar 2 Official Trailer | Latest Bollywood Movie | Zarine Khan, Gautam Rode | 6th October 2017",Tips Official,2017-08-28,23328688,61843,2638,50,0.3728,0.52955,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Ajab Singh Ki Gajab Kahani,2017,Hindi,0.04,"Shree Triveni Films International, An India E-Commerce Ltd.",21-04-2017,"Drama, Biographical",Rishi Prakash Mishra,114,eNUCp7MOSHI,"Ajab Singh Ki Gajab Kahani (2017) Full Hindi Movie | Yashpal Sharma, Govind Namdev | New Hindi Movie",Rajshri,2017-08-11,4664306,50696,1850,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Meri Pyaari Bindu,2017,Hindi,1.75,Yash Raj Films,12-05-2017,"Romance, Drama",Akshay Roy,119,D9N7qAyLofE,"Maana Ke Hum Yaar Nahin | Duet | Full Song | Meri Pyaari Bindu | Ayushmann, Parineeti | Sonu Nigam",YRF,2017-06-30,110568907,623843,12799,37,0.7029,0.8196,19.490714285714287,100.0,8.663776988636364,15.630749131525878
Baaghi 2,2018,Hindi,25.1,"Benetone Films, Fox Star Studios, Nadiadwala Grandson Entertainment",30-03-2018,"Action, Drama",Ahmed Khan,145,58909OjAfeg,"Baaghi 4 Trailer | Tiger, Sanjay, Harnaaz, Sonam | Sajid Nadiadwala | A.Harsha | In Cinemas 5th Sept",NadiadwalaGrandson,2025-08-30,9625473,289816,23038,0,,,10.703333333333335,50.0855417531664,8.663776988636364,15.630749131525878
Swatantrya Veer Savarkar,2024,Hindi,1.1,"Legend Global Studios, Randeep Hooda Films",22-03-2024,"Biographical, Patriotic",Randeep Hooda,178,LQpxMRwS_bU,Swatantrya Veer Savarkar | Trailer | 22nd March | Randeep Hooda | Ankita Lokhande | Amit Sial,Zee Studios,2024-03-04,15100798,207450,17060,50,0.3598,0.6309,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Direct Ishq,2016,Hindi,0.11,Baba Motion Pictures,19-02-2016,"Comedy, Romance",Rajiv S. Ruia,130,m5n7SCl-WM8,Direct Ishq Full Hindi Movie | Latest Bollywood Movie | Ft. Rajneesh Duggal & Nidhi Subbaiah Ã¡Â´Â´Ã¡Â´Â°,Cinekorn Movies,2017-03-04,19750936,111583,2014,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
War 2,2025,Hindi,29.0,Yash Raj Films,14-08-2025,"Action, Thriller",Ayan Mukerji,179,enjkcCdAlXc,"Aavan Jaavan Song | WAR 2 | Hrithik Roshan, Kiara Advani | Pritam, Arijit Singh, Nikhita | Amitabh B",YRF,2025-07-31,97845732,716004,23871,50,0.4856,0.69685,19.490714285714287,100.0,8.663776988636364,15.630749131525878
Maa,2025,Hindi,10.43,Bombay Talkies,27-06-2025,Drama,Bimabl Ropay,133,Mod_oXpftJA,"Thamma Official Trailer | Ayushmann, Rashmika, Paresh, Nawazuddin | In Cinemas This Diwali- 21st Oct",Maddock Films,2025-09-26,92668983,683992,43961,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Harami,2021,Hindi,10.43,Gobsmack Entertainment,24-10-2021,Drama,Shyam Madiraju,100,jHOnAk1dJBY,PISHACHINI | Official Trailer | Kajol | Ajay Devgan Films | New Movie Trailer |Teaser| Trailers 2025,Phantom PicturesÃ¢ÂÂ¢,2025-10-04,809734,6448,102,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Baaghi 4,2025,Hindi,13.2,Nadiadwala Grandson Entertainment,05-09-2025,"Action, Romance",A. Harsha,163,rbYNMvTkp8U,"Baaghi 4 Teaser | Tiger, Sanjay, Harnaaz, Sonam | Sajid Nadiadwala | A.Harsha | In Cinemas 5th Sept",NadiadwalaGrandson,2025-08-11,7854993,209162,27800,0,,,13.258666666666667,64.60045577187063,8.663776988636364,15.630749131525878
Param Sundari,2025,Hindi,7.37,Maddock Films,29-08-2025,"Romance, Comedy",Tushar Jalota,136,N4wK3NtVRT0,"Pardesiya - Param Sundari | Sidharth M, Janhvi K | Sachin-Jigar, Sonu Nigam, Krishnakali, Amitabh B",Universal Music India,2025-07-30,97364832,644617,27560,50,0.5825,0.7908,12.235454545454546,58.78836238720199,8.663776988636364,15.630749131525878
Son of Sardaar 2,2025,Hindi,7.5,"Ajay Devgn Films, Jio Studios",01-08-2025,"Comedy, Action",Vijay Kumar Arora,147,HSX_KPfbP1o,Son Of Sardaar 2 - OFFICIAL TRAILER | Ajay Devgn & Mrunal Thakur | Vijay Kumar Arora | 1st August,JioStudios,2025-07-11,48031643,258636,14238,0,,,14.695833333333335,72.76391152345468,8.663776988636364,15.630749131525878
Dear Zindagi,2016,Hindi,8.75,"Dharma Productions, Red Chillies Entertainment, Hope Productions",25-11-2016,Drama,Gauri Shinde,151,5DkO7ksXY8E,"Dear Zindagi Take 1: Life Is A Game | Teaser | Alia Bhatt, Shah Rukh Khan",Red Chillies Entertainment,2016-10-19,18719574,114252,5563,50,0.6398,0.81635,9.3215,42.23639277527201,8.663776988636364,15.630749131525878
Jawan,2023,Hindi,75.0,Red Chillies Entertainment,07-09-2023,"Action, Thriller",Atlee Kumar,169,k8YiqM0Y-78,Jawan |Official Hindi Prevue |Shah Rukh Khan |Atlee |Nayanthara |Vijay Sethupathi |Deepika |Anirudh,Red Chillies Entertainment,2023-07-10,87222831,2034202,162540,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Tumbbad,2018,Hindi,0.65,"Eros International Media Ltd, Colour Yellow Production, A Little Town Films Production",12-10-2018,"Horror, Thriller",Rahi Anil Barve,113,c-nzj9Nbeik,"Introduction To The Demon God ""Hastar"" | Tumbbad | Prime Video",Prime Video India,2022-10-20,2907813,45989,1408,0,,,1.8858333333333333,0.0,8.663776988636364,15.630749131525878
Singham Again,2024,Hindi,43.7,"Jio Studios, Rohit Shetty Productions",01-11-2024,"Action, Drama",Rohit Shetty,144,MD7v0-igVIM,Singham Again | Official Trailer | A Rohit Shetty Cop Universe | In Cinemas 1st Nov,JioStudios,2024-10-07,64503444,1171401,95957,0,,,14.695833333333335,72.76391152345468,33.376666666666665,73.03805799682529
Sunny Sanskari Ki Tulsi Kumari,2025,Hindi,10.11,"Dharma Productions, Mentor Disciple Film",02-10-2025,"Romance, Comedy",Shashank Khaitan,136,nYLkyW2dDXU,"Bijuria | Sunny Sanskari Ki Tulsi Kumari | Varun, Janhvi,Sanya, Rohit | Sonu, Tanishk, Ravi, Asees",Sony Music India,2025-09-03,62896708,614918,52870,0,,,9.3215,42.23639277527201,10.356666666666667,19.563281582717106
Deva,2025,Hindi,5.78,"Zee Studios, Roy Kapur Films",31-01-2025,"Action, Thriller",Rosshan Andrrews,156,mNuhKUOD_A0,Deva Deva - Extended Film Version|BrahmÃÂstra|Amitabh B|Ranbir |@aliabhatt|@pritam7415 |Arijit|Jonita,Sony Music India,2022-11-11,196971639,1136111,21869,50,0.592,0.78735,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878
Uri: The Surgical Strike,2019,Hindi,138.1383,RSVP Movies,02-08-2019,"Action, Drama, War",Aditya Dhar,138,Cg8sbRFS3zU,"URI | Official Trailer | Vicky Kaushal, Yami Gautam, Paresh Rawal | Aditya Dhar | 11th Jan 2019",RSVP Movies,2018-12-05,30841102,599224,57209,50,0.4695,0.5391,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Gang of Littles,2016,Hindi,0.0005,PNA Entertainment,16-12-2016,Drama,Vijay Kumar Mishra,110,_r8ghglQbJ8,"Ã¢ÂÂGang Of Littles"" Official Trailer Releasing 16th Dec 2016",PNA Entertainment,2016-11-24,254874,119,0,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Teri Baaton Mein Aisa Uljha Jiya,2024,Hindi,7.02,"Maddock Films, Jio Studios",09-02-2024,"Romance, Drama","Amit Joshi, Aradhana Sah",143,sQAnGAFIuEY,"Teri Baaton Mein Aisa Uljha Jiya - 8K - Title Track | Shahid Kapoor,Kriti Sanon,Raghav,Tanishk,Asees",T-Series,2025-07-10,14222729,23814,436,0,,,14.695833333333335,72.76391152345468,8.663776988636364,15.630749131525878
Khichdi 2: Mission Paanthukistan,2023,Hindi,1.1,Hats Off Productions,17-11-2023,"Comedy, Family",Aatish Kapadia,122,6zdqKKh8K_4,"Khichdi 2 Official Teaser | Supriya, Rajeev, Anang, Vandana, JD, Kirti | In Cinemas 17th November",Zee Studios,2023-09-30,1349823,28144,929,50,0.7141,0.8246,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Bade Miyan Chote Miyan,2024,Hindi,16.07,"Pooja Entertainment India Ltd., AAZ Films",11-04-2024,"Action, Thriller",Ali Abbas Zafar,164,dbkBLTaHA1U,Bade Miyan Chote Miyan - Title Track | Bade To Bade Miyan Chote Miyan Subhanallah,Tips Official,2010-10-26,82045058,334338,8669,50,0.4479,0.5931,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Stree 2,2024,Hindi,46.0,"Maddock Films, Jio Studios",15-08-2024,"Horror, Comedy",V Shantaram,143,Mod_oXpftJA,"Thamma Official Trailer | Ayushmann, Rashmika, Paresh, Nawazuddin | In Cinemas This Diwali- 21st Oct",Maddock Films,2025-09-26,92670048,683996,43962,0,,,14.695833333333335,72.76391152345468,8.663776988636364,15.630749131525878
Madgaon Express,2024,Hindi,1.63,Excel Entertainment,22-03-2024,"Comedy, Drama",Kunal Kemmu,144,B7VP47oCZfE,Madgaon Express | Official Trailer | Divyenndu | Pratik Gandhi | Avinash Tiwary | Nora Fatehi,Excel Movies,2024-03-05,37323429,199227,5371,50,0.5915,0.7992,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Samrat Prithviraj,2022,Hindi,10.7,Yash Raj Films,03-06-2022,"Historical, Patriotic",Dr. Chandraprakash Dwivedi,133,P3Lq_iFeYF0,Khalifa Glimpse -The Bloodline | Prithviraj Sukumaran | Vysakh | Jinu V Abhraham,Sony Music Malayalam,2025-10-16,6205727,87003,4833,0,,,19.490714285714287,100.0,8.663776988636364,15.630749131525878
Karwaan,2018,Hindi,1.6,"Ishka Films, RSVP",03-08-2018,Drama,Akarsh Khurana,120,WKb16IKWCUw,Karwaan | Official Trailer | Irrfan Khan | Dulquer Salmaan,Wonderlik Studios,2023-09-23,110160,645,22,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Murderbaad,2025,Hindi,0.05,"Reliance Entertainment, Acjee Entertainment",18-07-2025,"Crime, Drama",Arnab Chatterjee,153,P0sXly2DL-o,Murderbaad - Trailer | Nakul S | Kanikka K | Sharib H | Saloni B |Manish C |Arnab C | 18th July 2025,RelianceEntertainment,2025-07-07,3562106,19972,1927,14,0.314,0.39135,9.027692307692307,40.567493717661755,8.663776988636364,15.630749131525878
Shaitaan,2024,Hindi,15.21,"Ajay Devgn FFilms, Panorama Studios, Jio Studios",08-03-2024,"Thriller, Horror",Vikas Bahl,132,upDhKSx7P7E,"Shaitaan Trailer | Ajay Devgn, R Madhavan, Jyotika | Jio Studios, Devgn Films, Panorama Studios",JioStudios,2024-02-22,42654493,372556,19769,50,0.5105,0.71365,14.695833333333335,72.76391152345468,9.746666666666668,18.14626969685238
Ginny Weds Sunny,2020,Hindi,125.1253,Soundrya Productions,09-10-2020,"Comedy, Romance",Puneet Khanna,125,WTJW2Ol1c0g,"Ginny Weds Sunny | Official Trailer | Vikrant Massey, Yami Gautam & Ayesha Raza | Netflix India",Netflix India,2020-09-25,8878356,210902,7627,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
Transistor,2021,Hindi,10.43,ArrÃÂÃÂ© Studio,30-07-2021,Romance,Prem Singh,25,44MTFi4Mv9k,Transistor | Ahsaas Channa & Mohammad Samad | Watch for FREE on Amazon miniTV on Amazon Shopping App,Amazon MX Player,2021-08-02,2460874,589,39,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878
