Title,Year,Language,Day1_collection_cr,Production Company,Genre,Director,Runtime (min),trailer_title,channel_name,video_id,viewCount,likeCount,commentCount,comments_collected,avg_sentiment,median_sentiment,Production_House_Score_Raw,Production_House_Score,Director_Score_Raw,Director_Score,Genre_Drama,Genre_Comedy,Genre_Action,Genre_Thriller,Genre_Romance,Genre_Crime,Genre_Other,Release_Year,Release_Month,Release_Day_of_Week,Promotion_Duration_Days
Dil Juunglee,2018,Hindi,0.35,Pooja Entertainment India Ltd.,Comedy,Aleya Sen,124,HEa-e1zVv7M,Bandeya | Dil Juunglee | Taapsee P | Saqib S | Shaarib & Toshi | Arijit Singh,Sony Music India,7496098,164395,2525,50,0.5583,0.6762,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,1,0,0,0,0,0,2018,3,4,15
Hamare Baarah,2024,Hindi,0.17,"Radhika Films, Newtech Media Entertainment","Social, Drama",Kamal Chandra,148,hFgkiym1hDw,Hamare Baarah Trailer | Hamare Baarah | Hamare Baarah Movie | Hamare Baarah Movie Trailer |Hamare 12,Vikram liftz,129523,1491,368,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2024,6,4,1
Baadshaho,2017,Hindi,12.6,"T-Series Super Cassettes Industries Ltd., Milan Luthria Films Pvt Ltd, Vertex Motion Pictures Pvt. Ltd","Action, Thriller",Milan Luthria,136,4nBU02Fv02s,"Baadshaho (Full Movie): Ajay Devgn | Emraan Hashmi | Ileana D'Cruz, Vidyut Jammwal, Esha Gupta",T-Series,21924791,226501,3837,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,0,0,1,1,0,0,0,2017,9,4,0
Pink,2016,Hindi,4.32,"Rising Sun Films Production, Rashmi Sharma Films","Social, Drama",Aniruddha Roy Chowdhury,136,DU3MAeDaZls,P!NK - All I Know So Far (Film Trailer),PinkVEVO,609573,17814,949,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2016,9,4,0
Bhanwarey,2017,Hindi,0.001,"Screenshot Media & Entertainment, Sudha Creations","Comedy, Drama",Shaurya Singh,120,XaJQxQo--tU,"Bhanwarey I Trailer I Shaurya Singh, Karhan Dev, Jashan Singh, Priyanka Shukla I Mannan Music 2017",Mannan Music Entertainment II,351869,1231,15,8,0.5794,0.78735,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2017,3,4,21
Dhak Dhak,2023,Hindi,0.8,"Viacom 18 Motion Pictures, Outsider Flims Productions, BLM Pictures","Adventure, Drama",Tarun Dudeja,140,2MFMwvJd12k,DHADAK 2 - OFFICIAL TRAILER | Siddhant Chaturvedi | Triptii Dimri | Shazia Iqbal | In Cinemas 1stAug,Zee Studios,25630094,152419,8821,0,,,7.208999999999999,30.236879653234688,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2023,10,4,0
Gurgaon,2017,Hindi,0.46,"M R Filmworks, Hashstag Film Studios, Jar Pictures","Drama, Crime",Shankar Raman,107,2GK2g0DhDJ8,JINN - Official Trailer | Alia Bhatt | New Movie Trailer | New Trailers | Trailers 2025,Phantom PicturesÃ¢ÂÂ¢,359308,3721,108,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,1,0,2017,8,4,0
Battalion 609,2019,Hindi,0.01,"N.J. Lalwani Films, BIG Curtains Media Pvt. Ltd","Action, Drama",Brijesh Batuknath Tripathi,142,O1VXgmIFukA,Battalion 609 (2019) | Shoaib Ibrahim | Shrikant Kamat | Vicky Ahija | Action Movie,Shemaroo,28027428,217574,4861,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,1,0,0,0,0,2019,1,4,0
A Gentleman,2017,Hindi,4.04,Fox Star Studios,"Action, Thriller","Krishna DK, Raj Nidimoru",132,IMXifj-peiQ,"A GENTLEMAN - Sundar, Susheel, Risky | Official Trailer | Sidharth | Jacqueline | Raj & DK",Star Studios,18258324,128347,5914,50,0.5966,0.7177,10.703333333333335,50.0855417531664,8.663776988636364,15.630749131525878,0,0,1,1,0,0,0,2017,8,4,46
Article 15,2019,Hindi,5.02,"Benaras Media Works Production, Zee Studios","Thriller, Crime, Drama, Social",Anubhav Sinha,130,rV_LktjMcUI,Article 15 - Trailer | Ayushmann Khurrana | Anubhav Sinha | Releasing on 28June2019,Benaras Media Works,733374,10680,363,0,,,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,1,0,0,1,0,1,1,2019,6,4,0
Jaat,2025,Hindi,9.62,"Mythri Movie Makers, People Media Factory","Action, Drama",Gopichand Malineni,153,GUYg6TmOZmU,JAAT - Theme Song | Sunny Deol | Thaman S | Amrit Maan | Gopichandh Malineni,Zee Music Company,25722545,262071,12848,50,0.4174,0.58815,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,1,0,0,0,0,2025,4,3,2
Bachchhan Paandey,2022,Hindi,13.25,"Nadiadwala Grandson Entertainment, Zee Studios","Action, Comedy",Farhad Samji,149,QkPxhZO-0hc,"Heer Raanjhana (Full Video) Bachchhan Paandey | Akshay, Jacqueline Arijit, Shreya, Amaal M, Farhad S",T-Series,9394676,124861,1148,0,,,11.320843333333334,53.59314854511398,15.186666666666667,30.7832281544001,0,1,1,0,0,0,0,2022,3,4,0
Ye Mard Bechara,2021,Hindi,0.04,"2idiot Films, Raw Entertainment","Comedy, Drama",Anuup Thapa,134,4oByPmfMxu4,Ye Mard Bechara I Official Trailer I Veeraj Rao I Seema Pahwa I Brijendra Kala I Atul I Anuup Thapa,2idiots Films,1887656,0,1932,50,0.6158,0.6309,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2021,11,4,20
Gangubai Kathiawadi,2022,Hindi,10.5,"Sanjay Leela Bhansali Films, Pen India Ltd.","Biographical, Drama",Sanjay Leela Bhansali,156,Jh_VKJAEnUY,Gangubai Kathiawadi | Dholida | Sanjay Leela Bhansali | Alia Bhatt | Official Video | Ajay Devgn,Saregama Music,161180378,1050710,17449,50,0.4608,0.6935,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2022,2,4,15
India's Most Wanted,2019,Hindi,2.1,"Fox Star Studios, Raapchik Films",Thriller,Rajkumar Gupta,125,xmab5E_62og,India's Most Wanted | Official Trailer | Arjun Kapoor | Raj Kumar Gupta | 24th May,Star Studios,22171389,132281,7477,50,0.4635,0.5961,10.703333333333335,50.0855417531664,10.616666666666667,20.167253861938136,0,0,0,1,0,0,0,2019,5,4,22
Kapkapiii,2025,Hindi,0.2,"Bravo Entertainment, Zee Studios","Horror, Comedy",Sangeeth Sivan,140,6QudgN2wmv0,"Kapkapiii Official Trailer | Sangeeth S | Shreyas T, Tusshar K, Siddhi | In Cinemas 23rd May",Zee Studios,9769646,56983,3271,50,0.3752,0.6309,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,0,1,0,0,0,0,1,2025,5,4,9
Jalebi,2018,Hindi,0.5,Vishesh Films,"Drama, Romance",Pushpdeep Bhardwaj,112,IFtwhMK64H8,Tesher - Jalebi Baby (Original Version) (Official Lyric Video),Tesher,283376533,3180875,61634,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,1,0,0,2018,10,4,0
Article 370,2024,Hindi,6.12,"Jio Studios, B62 Studios","Action, Patriotic",Aditya Suhas Jambhale,156,6Pf6RUmq7S0,"Article 370 | Official Trailer | Yami Gautam, Priya Mani | 23rd Feb 2024 | Jio Studios | B62 Studios",JioStudios,32832649,264980,14009,50,0.3402,0.55255,14.695833333333335,72.76391152345468,8.663776988636364,15.630749131525878,0,0,1,0,0,0,1,2024,2,4,15
Dashmi,2024,Hindi,0.05,3S Movies,"Thriller, Drama",Shantanu Anant Tambe,0,#NAME?,"Dasvi | Official Trailer | Abhishek Bachchan, Yami Gautam, Nimrat Kaur | Netflix India",Netflix India,10956368,260603,7689,50,0.6303,0.7826,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,1,0,0,0,2024,2,4,695
Fever,2016,Hindi,0.01,"Niche Film Farm, Jaya Sapthagiri Production, Plus Entertainment Pvt. Ltd., ICM Entertainment Production","Romance, Thriller",Rajeev Jhaveri,127,18xV_Rr0YoI,No.1 Open Ending Bollywood Film of All Time #FilmiIndian #Shorts,Filmi Indian,6352159,333686,881,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,0,1,1,0,0,2016,8,4,0
Rangoon,2017,Hindi,5.05,"Viacom 18 Motion Pictures, Nadiadwala Grandson Entertainment, Vishal Bhardwaj Pictures Pvt Ltd","Drama, Action, Romance",Vishal Bhardwaj,167,B-tC0wcIu24,"Rangoon | Official Trailer | Shahid Kapoor, Saif Ali Khan and Kangana Ranaut",Viacom18 Studios,18975307,107475,2710,50,0.532,0.73875,13.258666666666667,64.60045577187063,8.663776988636364,15.630749131525878,1,0,1,0,1,0,0,2017,2,4,50
A Scandall,2016,Hindi,0.06,Let's Ring The Bell Productions,Thriller,Ishan Shrivedi,112,M1UGGZnHyf8,Anatomy of a Scandal | Official Trailer | Netflix,Netflix,2115510,21100,829,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,0,1,0,0,0,2016,6,4,0
Aakhir Kab Tak,2016,Hindi,0.01,P.N.J Films,Drama,Mithilesh Avinash,108,FmPIaN5cMlc,AAKHIR KAB TAK || Short Film || Official Trailer || 1J Films,1J Films & Production,3698,55,12,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2016,10,4,0
Naam Shabana,2017,Hindi,5.12,"Plan C Studios, KriArj Entertainment, Cape of Good Films, Reliance Entertainment, A Friday Filmworks","Action, Thriller",Shivam Nair,148,upyeAQv4pUs,"Naam Shabana Official Theatrical Trailer | ""In Cinemas Now""",RelianceEntertainment,11982483,50010,1626,50,0.5147,0.7307,9.027692307692307,40.567493717661755,8.663776988636364,15.630749131525878,0,0,1,1,0,0,0,2017,3,4,14
Shubh Mangal Saavdhan,2017,Hindi,2.71,"Eros International, Colour Yellow Production","Comedy, Romance",R.S. Prasanna,105,r6r8UYU7Zcs,"Shubh Mangal Zyada Saavdhan Trailer | Ayushmann Khurrana, Neena G, Gajraj R, Jitu K|21 February 2020",T-Series,59553694,747884,31408,0,,,1.8858333333333333,0.0,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2017,9,4,0
Thank God,2022,Hindi,8.1,"T-Series Super Cassettes Industries Ltd., Maruti International","Comedy, Drama",Indra Kumar,121,zqHUMF9syFA,"Manike (Full Video): Thank God | Nora,Sidharth| Tanishk,Yohani,Jubin,Surya R |Rashmi Virag|Bhushan K",T-Series,151011185,708021,8835,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2022,10,1,0
Badrinath Ki Dulhania,2017,Hindi,12.25,"Fox Star Studios, Dharma Productions","Romance, Comedy",Shashank Khaitan,139,1YBl3Zbt80A,"Badri Ki Dulhania (Title Track) Varun, Alia, Tanishk, Neha, Monali, Ikka | ""Badrinath Ki Dulhania""",T-Series,983733431,3132879,82992,50,0.5071,0.64045,9.3215,42.23639277527201,10.356666666666667,19.563281582717106,0,1,0,0,1,0,0,2017,3,4,32
Qarib Qarib Singlle,2017,Hindi,1.75,Zee Studios,Drama,Tanuja Chandra,125,MU4QL-VwDlc,Qarib Qarib Singlle - Official Trailer | Irrfan Khan | Parvathy | Neha Dhupia | Hindi Movie,Zee Studios,16004665,101284,5611,50,0.6494,0.71035,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2017,11,4,35
Batti Gul Meter Chalu,2018,Hindi,6.5,"T-Series Super Cassettes Industries Ltd., Krti Pictures LLP","Drama, Social",Shree Narayan Singh,175,RsZmENwrrss,Shahid Kapoor - Batti Gul Meter Chalu (2018) Shraddha Kapoor | Latest Bollywood Release,2000s Ki Filmein,49078101,546710,19340,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2018,9,4,0
Shab,2017,Hindi,0.18,"Anticlock Films, WSG Pictures",Thriller,Onir,108,wT4HcYAeV5U,The Raja Saab (Official Trailer) Hindi | Prabhas | Maruthi | Thaman| TG Vishwa Prasad| Krithi Prasad,T-Series,16331899,361552,12063,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,0,1,0,0,0,2017,7,4,0
Shehzada,2023,Hindi,0.95,"T-Series, Brat Films, Allu Entertainment","Action, Comedy, Drama, Romance",Rohit Dhawan,142,jd01Wqd3yNY,Shehzada | Official Trailer | Kartik Aaryan | Kriti Sanon | Netflix India,Netflix India,1072409,9843,391,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,1,0,1,0,0,2023,2,4,0
Kadvi Hawa,2017,Hindi,0.04,"Drishyam Films, Eros International",Drama,Nila Madhab Panda,99,CEx3pWlMDEM,"Kadvi Hawa (2017) - Superhit Hindi Movie | Sanjay Mishra, Ranvir Shorey",Film City HD,1480187,14420,709,0,,,1.8858333333333333,0.0,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2017,11,4,0
Nikita Roy,2025,Hindi,0.19,"Nicky Vicky Bhagnani Films, Kratos Entertainment, Nikita Pai Films","Horror, Thriller",Kussh S Sinha,116,MVqhVzaPCEs,"Nikita Roy - Official Trailer | Sonakshi Sinha, Paresh Rawal | 18th July",NVB Films,12310764,57412,1790,50,0.4574,0.70495,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,0,1,0,0,1,2025,7,4,37
Fan,2016,Hindi,19.2,Yash Raj Films,"Action, Drama",Maneesh Sharma,142,d4_szl5EEww,Jabra Fan Song | Shah Rukh Khan | Nakash Aziz | Vishal and Shekhar | Varun Grover | SRK Fan Song,YRF,272935583,1358540,50151,50,0.4522,0.6472,19.490714285714287,100.0,8.663776988636364,15.630749131525878,1,0,1,0,0,0,0,2016,4,4,59
Matto Ki Saikil,2022,Hindi,0.1,Shivdeva Films,"Social, Drama",M. Gani,95,wwH3mdjbKac,Matto ki Saikil Official Trailer | Prakash Jha | M. Gani | In Cinemas 16th September,Prakash Jha Productions,2804732,44450,2449,50,0.4257,0.5834,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2022,9,4,25
Pushtaini,2024,Hindi,0.05,"Lotus Dust Pictures, Vinraw Films","Comedy, Drama",Vinod Rawat,90,GMJLzvJJLOY,"DUKAAN | Official Trailer, Siddharth-Garima, Monika P, Sikandar K, A Jhunjhunwala, S K Ahluwalia",Music Garage,14131966,90576,1684,50,0.5593,0.6745,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,1,0,0,0,0,0,2024,6,4,114
Satellite Shankar,2019,Hindi,0.1,"T-Series Super Cassettes Industries Ltd., Cine1 Studios Production","Action, Drama, Family, Patriotic",Irfan Kamal,134,0HzTH8Tyliw,"Official Trailer: Satellite Shankar | Sooraj Pancholi, Megha Akash | Irfan Kamal | 8 Nov 2019",T-Series,16702165,332152,10465,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,1,0,1,0,0,0,1,2019,11,4,22
Saand Ki Aankh,2019,Hindi,0.48,Reliance Entertainment,"Drama, Action, Biographical",Tushar Hiranandani,146,OhhtB0woH68,"""Saand ki Aankh""- HD Full Movie || Trailer || Taapsee Pannu || Bhumi || Official Trailers",Official,292268,864,2,0,,,9.027692307692307,40.567493717661755,8.663776988636364,15.630749131525878,1,0,1,0,0,0,1,2019,10,4,0
One Day: Justice Delivered,2019,Hindi,0.1,"D Neev Films, A Cinema Friday International, Netrix Entertainment","Crime, Thriller",Ashok Nanda,124,sPWlNKYhOuM,One Day: Justice Delivered Full HD Movie | Esha Gupta Superhit Movie | Anupam Kher | ShemarooMe,ShemarooMe,14605607,95669,2181,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,0,1,0,1,0,2019,7,4,0
Jagga Jasoos,2017,Hindi,8.57,"Walt Disney Pictures, Picture Shuru Productions","Comedy, Thriller",Anurag Basu,161,YheC-4Qgoro,Jagga Jasoos | Official Trailer | In Cinemas July 14,UTV Motion Pictures,11285073,70647,2952,50,0.6291,0.7807,7.963697641509434,34.523745571560404,5.96,9.349955476402494,0,1,0,1,0,0,0,2017,7,4,15
Luv You Shankar,2024,Hindi,0.04,"SD World Film Production, Jumping Tomato Studio","Mythological, Drama",Rajiv S. Ruia,117,AxIF8qBqNlY,Luv You Shankar Official Trailer - Shreyas Talpade | Tanisha Mukherjee,Tbytesmusic,2080821,5355,13,11,0.4709,0.6249,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2024,4,4,10
Savi,2024,Hindi,2.05,"T-Series Super Cassettes Industries Ltd., Vishesh Films, Mishty Productions","Crime, Thriller",Abhinay Deo,126,wAU3yFUtBdk,"SAVI: Humdum (Full Video) Divya Khossla, Harshvardhan Rane, Vishal M, Raj S|Mukesh,Abhinay,Bhushan K",T-Series,10876675,99706,885,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,0,0,0,1,0,1,0,2024,5,4,0
Khel Toh Ab Shuru Hoga,2016,Hindi,0.03,"GMD Films, Batra Showbiz",Drama,Kunal V Singh,130,xSSPl-TsD4g,"Khel To Ab Shuru Hoga  Official Trailer || Ruslaan Mumtaz , Devshi Khanduri , Rohit Pathak",GMD Films,291505,1415,31,11,0.1496,0.0,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2016,5,4,60
Judaa Hoke Bhi,2022,Hindi,0.25,K Sera Sera,"Drama, Romance",Vikram Bhatt,118,VRlT_o-Z80Y,Judaa Hoke Bhi - Official Trailer | Akshay Oberoi | Aindrita Ray | Meherzan | Releasing 15th July 22,K Sera Sera Official,2585061,7516,28,14,0.5021,0.4939,7.963697641509434,34.523745571560404,2.35,0.9640326764489524,1,0,0,0,1,0,0,2022,7,4,21
Bhavesh Joshi Superhero,2018,Hindi,0.3,"Eros International, Phantom Films, Reliance Entertainment","Drama, Action, Social",Vikramaditya Motwane,155,BD-p1rMjJT0,Bhavesh Joshi Superhero | Official Teaser | Harshvardhan Kapoor | Vikramaditya Motwane,FuhSePhantom,5827223,23270,3477,0,,,9.027692307692307,40.567493717661755,8.663776988636364,15.630749131525878,1,0,1,0,0,0,1,2018,6,4,44
Junglee,2019,Hindi,1.75,Sobodh Mukherjee Prod,"Comedy, Musical, Romance",Subodh Mukherjee,115,tcsJ-3GLDE4,"Junglee Official Trailer | Vidyut Jammwal, Pooja Sawant & Asha Bhat | Chuck Russell | 29th Mar 2019",Junglee Pictures,45166840,568220,21137,50,0.5155,0.5949,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,1,0,0,1,0,1,2019,3,4,23
Sooryavanshi,2021,Hindi,26.29,"Dharma Productions, Cape of Good Films, Reliance Entertainment, Rohit Shetty Picturez","Action, Thriller",Rohit Shetty,145,u5r77-OQwa8,"Sooryavanshi | Official Trailer | 5th Nov | Akshay, Ajay, Ranveer, Katrina | Rohit Shetty",RelianceEntertainment,114006995,2273985,132413,50,0.2324,0.39135,9.3215,42.23639277527201,33.376666666666665,73.03805799682529,0,0,1,1,0,0,0,2021,11,4,613
Ghoomer,2023,Hindi,0.8,"Saraswati Entertainment Private Limited, Hope Film Makers","Sports, Drama",R. Balki,134,CU1tFtk_NFY,Full Video:Ghoomar|Padmaavat|Deepika Padukone Shahid Kapoor Ranveer Singh|Shreya Ghoshal SwaroopKhan,T-Series,234040367,994193,22425,50,0.7012,0.79145,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2023,8,4,1978
Batla House,2019,Hindi,14.0,"T-Series Super Cassettes Industries Ltd., Emmay Entertainment Pvt. Ltd, JA Entertainment Pvt. Ltd., Bake My Cake Film Production","Action, Crime, Drama, Thriller",Nikkhil Advani,146,dG3K6jB3iW8,"Official Trailer: Batla House | John Abraham,Mrunal Thakur, Nikkhil Advani |Releasing On 15 Aug,2019",T-Series,36262454,572061,20651,50,0.5327,0.67565,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,1,0,1,1,0,1,0,2019,8,3,36
Khandaani Shafakhana,2019,Hindi,0.75,T-Series Super Cassettes Industries Ltd.,Drama,Shilpi Dasgupta,137,#NAME?,Official Trailer: Khandaani Shafakhana | Sonakshi Sinha | Badshah | Varun Sharma,T-Series,20250970,182751,5997,0,,,8.906391304347826,39.87847455489328,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2019,8,4,42
Middle Class Love,2022,Hindi,0.5,"Benaras Media Works Production, Zee Studios","Romance, Comedy",Ratnaa Sinha,130,Bc8wfswPxJc,"Manjha - Full Video | Middle-Class Love | Prit K, Kavya T, Eisha S | Himesh R, Raj Barman, Shakeel A",Zee Music Company,101788308,660499,17414,0,,,11.320843333333334,53.59314854511398,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2022,9,4,0
Aksar 2,2017,Hindi,0.8,Siddhi Vinayak Creations,"Drama, Thriller",Ananth Narayan Mahadevan,115,o-owuA1rezY,"Aksar 2 Official Trailer | Latest Bollywood Movie | Zarine Khan, Gautam Rode | 6th October 2017",Tips Official,23328688,61843,2638,50,0.3728,0.52955,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,1,0,0,0,2017,11,4,81
Ajab Singh Ki Gajab Kahani,2017,Hindi,0.04,"Shree Triveni Films International, An India E-Commerce Ltd.","Drama, Biographical",Rishi Prakash Mishra,114,eNUCp7MOSHI,"Ajab Singh Ki Gajab Kahani (2017) Full Hindi Movie | Yashpal Sharma, Govind Namdev | New Hindi Movie",Rajshri,4664306,50696,1850,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,1,2017,4,4,0
Meri Pyaari Bindu,2017,Hindi,1.75,Yash Raj Films,"Romance, Drama",Akshay Roy,119,D9N7qAyLofE,"Maana Ke Hum Yaar Nahin | Duet | Full Song | Meri Pyaari Bindu | Ayushmann, Parineeti | Sonu Nigam",YRF,110568907,623843,12799,37,0.7029,0.8196,19.490714285714287,100.0,8.663776988636364,15.630749131525878,1,0,0,0,1,0,0,2017,5,4,0
Baaghi 2,2018,Hindi,25.1,"Benetone Films, Fox Star Studios, Nadiadwala Grandson Entertainment","Action, Drama",Ahmed Khan,145,58909OjAfeg,"Baaghi 4 Trailer | Tiger, Sanjay, Harnaaz, Sonam | Sajid Nadiadwala | A.Harsha | In Cinemas 5th Sept",NadiadwalaGrandson,9625473,289816,23038,0,,,10.703333333333335,50.0855417531664,8.663776988636364,15.630749131525878,1,0,1,0,0,0,0,2018,3,4,0
Swatantrya Veer Savarkar,2024,Hindi,1.1,"Legend Global Studios, Randeep Hooda Films","Biographical, Patriotic",Randeep Hooda,178,LQpxMRwS_bU,Swatantrya Veer Savarkar | Trailer | 22nd March | Randeep Hooda | Ankita Lokhande | Amit Sial,Zee Studios,15100798,207450,17060,50,0.3598,0.6309,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,0,0,0,0,1,2024,3,4,18
Direct Ishq,2016,Hindi,0.11,Baba Motion Pictures,"Comedy, Romance",Rajiv S. Ruia,130,m5n7SCl-WM8,Direct Ishq Full Hindi Movie | Latest Bollywood Movie | Ft. Rajneesh Duggal & Nidhi Subbaiah Ã¡Â´Â´Ã¡Â´Â°,Cinekorn Movies,19750936,111583,2014,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2016,2,4,0
War 2,2025,Hindi,29.0,Yash Raj Films,"Action, Thriller",Ayan Mukerji,179,enjkcCdAlXc,"Aavan Jaavan Song | WAR 2 | Hrithik Roshan, Kiara Advani | Pritam, Arijit Singh, Nikhita | Amitabh B",YRF,97845732,716004,23871,50,0.4856,0.69685,19.490714285714287,100.0,8.663776988636364,15.630749131525878,0,0,1,1,0,0,0,2025,8,3,14
Maa,2025,Hindi,10.43,Bombay Talkies,Drama,Bimabl Ropay,133,Mod_oXpftJA,"Thamma Official Trailer | Ayushmann, Rashmika, Paresh, Nawazuddin | In Cinemas This Diwali- 21st Oct",Maddock Films,92668983,683992,43961,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2025,6,4,0
Harami,2021,Hindi,10.43,Gobsmack Entertainment,Drama,Shyam Madiraju,100,jHOnAk1dJBY,PISHACHINI | Official Trailer | Kajol | Ajay Devgan Films | New Movie Trailer |Teaser| Trailers 2025,Phantom PicturesÃ¢ÂÂ¢,809734,6448,102,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2021,10,6,0
Baaghi 4,2025,Hindi,13.2,Nadiadwala Grandson Entertainment,"Action, Romance",A. Harsha,163,rbYNMvTkp8U,"Baaghi 4 Teaser | Tiger, Sanjay, Harnaaz, Sonam | Sajid Nadiadwala | A.Harsha | In Cinemas 5th Sept",NadiadwalaGrandson,7854993,209162,27800,0,,,13.258666666666667,64.60045577187063,8.663776988636364,15.630749131525878,0,0,1,0,1,0,0,2025,9,4,25
Param Sundari,2025,Hindi,7.37,Maddock Films,"Romance, Comedy",Tushar Jalota,136,N4wK3NtVRT0,"Pardesiya - Param Sundari | Sidharth M, Janhvi K | Sachin-Jigar, Sonu Nigam, Krishnakali, Amitabh B",Universal Music India,97364832,644617,27560,50,0.5825,0.7908,12.235454545454546,58.78836238720199,8.663776988636364,15.630749131525878,0,1,0,0,1,0,0,2025,8,4,30
Son of Sardaar 2,2025,Hindi,7.5,"Ajay Devgn Films, Jio Studios","Comedy, Action",Vijay Kumar Arora,147,HSX_KPfbP1o,Son Of Sardaar 2 - OFFICIAL TRAILER | Ajay Devgn & Mrunal Thakur | Vijay Kumar Arora | 1st August,JioStudios,48031643,258636,14238,0,,,14.695833333333335,72.76391152345468,8.663776988636364,15.630749131525878,0,1,1,0,0,0,0,2025,8,4,21
Dear Zindagi,2016,Hindi,8.75,"Dharma Productions, Red Chillies Entertainment, Hope Productions",Drama,Gauri Shinde,151,5DkO7ksXY8E,"Dear Zindagi Take 1: Life Is A Game | Teaser | Alia Bhatt, Shah Rukh Khan",Red Chillies Entertainment,18719574,114252,5563,50,0.6398,0.81635,9.3215,42.23639277527201,8.663776988636364,15.630749131525878,1,0,0,0,0,0,0,2016,11,4,37
Jawan,2023,Hindi,75.0,Red Chillies Entertainment,"Action, Thriller",Atlee Kumar,169,k8YiqM0Y-78,Jawan |Official Hindi Prevue |Shah Rukh Khan |Atlee |Nayanthara |Vijay Sethupathi |Deepika |Anirudh,Red Chillies Entertainment,87222831,2034202,162540,0,,,7.963697641509434,34.523745571560404,8.663776988636364,15.630749131525878,0,0,1,1,0,0,0,2023,9,3,59
Tumbbad,2018,Hindi,0.65,"Eros International Media Ltd, Colour Yellow Production, A Little Town Films Production","Horror, Thriller",Rahi Anil Barve,113,c-nzj9Nbeik,"Introduction To The Demon God ""Hastar"" | Tumbbad | Prime Video",Prime Video India,2907813,45989,1408,0,,,1.8858333333333333,0.0,8.663776988636364,15.630749131525878,0,0,0,1,0,0,1,2018,10,4,0
